
student_id,name,gender,age,branch,year,city,attendance,assignment_score,internal_marks,external_marks,study_hours,online_hours,library_visits,practice_tests,sleep_hours,preferred_resource,test_date,test_score,study_mode,remarks,total_marks,average_score,performance_category,attendance_normalized,assignment_score_normalized,internal_marks_normalized,external_marks_normalized,study_hours_normalized,attendance_standardized,assignment_score_standardized,internal_marks_standardized,external_marks_standardized,study_hours_standardized,gender_encoded,attendance_category,study_hours_log,study_level
ST011,Rahul K,Male,19,ECE,3,Guntur,71.1,62.9,71.4,72.0,2.5,1.6,7.0,9,6.9,Online,2026-07-25,56.5,Online,Needs Improvement,143.4,68.76666666666667,Average,0.35777777777777753,0.3816666666666667,0.5203252032520328,0.49806949806949796,0.14492753623188404,-0.5454152492753643,-0.46820142326358943,-0.5457144763697513,-0.4685265694845777,-1.1220048107844969,1,Average,1.252762968495368,Medium
ST012,Divya L,Male,21,ECE,3,Hyderabad,58.7,50.5,61.8,68.5,2.0,2.8,3.0,9,7.7,Videos,2026-08-02,49.9,Offline,Excellent,130.3,60.26666666666667,Average,0.0822222222222222,0.17500000000000004,0.32520325203252043,0.4305019305019304,0.07246376811594202,-1.514162731754524,-1.3357593504107066,-1.245410715326606,-0.7155404768750209,-1.3599193168880799,1,Low,1.0986122886681098,Low
ST013,Pooja M,Male,20,ECE,3,Kakinada,72.0,59.6,81.1,66.1,5.5,3.6,11.0,14,6.7,Online,2026-08-20,66.2,Online,Good,147.2,68.93333333333332,Average,0.37777777777777777,0.32666666666666666,0.7174796747967479,0.38416988416988396,0.5797101449275361,-0.4751029319986506,-0.6990837748430639,0.1612702650762358,-0.8849214419427538,0.30548222583700013,1,Average,1.8718021769015913,High
ST014,Rohit N,Male,22,CSE,3,Kakinada,83.3,83.0,90.7,82.5,6.0,4.1,10.0,7,7.2,Videos,2026-07-28,75.5,Offline,Good,173.2,85.39999999999999,Excellent,0.6288888888888888,0.7166666666666667,0.9126016260162603,0.7007722007722008,0.6521739130434783,0.40770727380897115,0.9380819909023024,0.8609665040330905,0.2725151526867519,0.5433967319405829,1,Good,1.9459101490553132,High
ST015,Sneha O,Female,21,ECE,3,Kakinada,98.1,82.1,95.0,87.7,6.8,2.0,12.0,6,5.6,Notes,2026-07-27,98.6,Offline,Needs Improvement,182.7,88.26666666666667,Excellent,0.9577777777777778,0.7016666666666665,1.0,0.8011583011583012,0.7681159420289856,1.5639542690260333,0.8751140768351725,1.1743721110658478,0.6395072436668391,0.9240599417063154,0,Excellent,2.0541237336955462,High
ST016,Vishal P,Male,19,AIML,3,Visakhapatnam,77.2,64.4,78.7,62.3,4.5,2.6,1.0,7,6.3,Books,2026-07-26,75.5,Offline,Excellent,141.0,68.46666666666668,Average,0.4933333333333334,0.40666666666666684,0.66869918699187,0.31081081081081074,0.43478260869565216,-0.06885398773319601,-0.3632548998183731,-0.013653794662977097,-1.1531079699666633,-0.17034678637016556,1,Good,1.7047480922384253,Medium
ST017,Sai Q,Female,18,CSE,3,Visakhapatnam,89.2,73.5,94.9,98.0,7.9,4.8,4.0,4,7.5,Online,2026-07-21,83.3,Offline,Average,192.9,88.8,Excellent,0.76,0.5583333333333335,0.9979674796747969,1.0,0.9275362318840581,0.868643575956314,0.273420675749269,1.1670836085767144,1.3664338854158575,1.4474718551341978,0,Good,2.186051276738094,High
ST018,Kiran R,Female,21,IT,3,Nellore,58.9,49.0,66.0,63.4,4.8,3.4,0.0,5,5.4,Videos,2026-08-12,77.7,Offline,Average,129.4,59.46666666666667,Average,0.08666666666666667,0.15000000000000002,0.41056910569105687,0.33204633204633205,0.47826086956521735,-1.4985377723596993,-1.4407058738559224,-0.9392936107829821,-1.0754750276439526,-0.02759808270801595,0,Low,1.7578579175523736,Medium
ST019,Rohit S,Male,19,AIML,3,Rajahmundry,98.7,82.5,95.0,98.0,7.1,4.5,9.0,9,7.1,Notes,2026-07-10,96.6,Offline,Excellent,193.0,91.83333333333333,Excellent,0.971111111111111,0.7083333333333334,1.0,1.0,0.8115942028985506,1.6108291472105096,0.9030998164205638,1.1743721110658478,1.3664338854158575,1.066808645368465,1,Excellent,2.0918640616783932,High
ST020,Manoj T,Female,22,IT,3,Visakhapatnam,63.3,42.9,64.3,65.4,2.3,1.8,1.0,14,7.2,Online,2026-07-06,66.0,Online,Excellent,129.7,57.53333333333333,Average,0.1844444444444444,0.04833333333333334,0.3760162601626017,0.3706563706563708,0.1159420289855072,-1.1547886656735455,-1.8674884025331333,-1.0631981530982586,-0.9343242234208416,-1.2171706132259301,0,Average,1.1939224684724346,Medium
ST021,Divya U,Male,22,IT,3,Guntur,55.0,53.0,53.0,54.9,1.5,0.7,11.0,12,7.5,Videos,2026-07-28,53.8,Online,Average,107.9,53.63333333333333,Average,0.0,0.21666666666666667,0.14634146341463417,0.16795366795366795,0.0,-1.8032244805587898,-1.1608484780020136,-1.8867989343703888,-1.6753659455921717,-1.5978338229916627,1,Low,0.9162907318741551,Low
ST022,Ananya V,Male,19,CSE,3,Eluru,72.6,66.7,86.8,75.4,3.9,0.8,8.0,15,5.6,Notes,2026-08-21,60.6,Online,Excellent,162.2,76.3,Good,0.39111111111111097,0.4450000000000002,0.8333333333333334,0.5637065637065637,0.3478260869565217,-0.42822805381417556,-0.20233689720237577,0.5767149069568681,-0.22857020230528963,-0.45584419369446505,1,Average,1.589235205116581,Medium
ST023,Bhavya W,Male,21,IT,3,Hyderabad,74.1,50.6,67.0,66.9,4.0,3.5,1.0,1,5.5,Notes,2026-08-07,73.3,Offline,Excellent,133.9,61.5,Average,0.4244444444444442,0.17666666666666675,0.43089430894308955,0.3996138996138996,0.36231884057971014,-0.3110408583529868,-1.3287629155143588,-0.8664085858916432,-0.8284611202535088,-0.4082612924737484,1,Average,1.6094379124341003,Medium
ST024,Varun X,Female,22,AIML,3,Guntur,64.1,71.6,58.2,63.1,1.8,5.1,11.0,10,7.9,Practice Platforms,2026-07-27,58.4,Offline,Needs Improvement,121.30000000000001,64.3,Average,0.20222222222222208,0.5266666666666665,0.2520325203252033,0.32625482625482616,0.04347826086956519,-1.092288828094245,0.14048841271866191,-1.507796804935426,-1.096647648277419,-1.4550851193295131,0,Average,1.0296194171811581,Low
ST025,Lavanya Y,Female,20,AIML,3,Rajahmundry,69.4,55.7,70.1,56.4,2.5,1.1,4.0,0,7.2,Online,,66.8,Online,Average,126.5,60.73333333333333,Average,0.32000000000000006,0.2616666666666667,0.4939024390243901,0.19691119691119696,0.14492753623188404,-0.6782274041313774,-0.9719447358006249,-0.6404650087284929,-1.569502842424839,-1.1220048107844969,0,Average,1.252762968495368,Medium
ST026,Harsha Z,Male,21,AIML,3,Rajahmundry,93.2,72.1,95.0,82.8,6.8,3.5,3.0,0,6.7,Videos,2026-08-08,88.1,Offline,Average,177.8,83.3,Good,0.8488888888888888,0.535,1.0,0.7065637065637065,0.7681159420289856,1.1811427638528174,0.1754705872004005,1.1743721110658478,0.2936877733202182,0.9240599417063154,1,Excellent,2.0541237336955462,High
ST027,Varun A,Male,22,AIML,3,Rajahmundry,77.2,75.1,82.7,93.3,5.9,4.6,9.0,1,5.6,Books,2026-07-07,86.9,Online,Good,176.0,83.7,Good,0.4933333333333334,0.5849999999999999,0.7500000000000001,0.9092664092664091,0.63768115942029,-0.06885398773319601,0.3853636340908321,0.27788630490237876,1.0347294954915478,0.49581383071986657,1,Good,1.9315214116032138,High
ST028,Varun B,Male,19,ECE,3,Nellore,69.1,53.4,55.6,67.8,2.8,5.4,7.0,14,6.6,Videos,2026-08-12,55.6,Offline,Good,123.4,58.93333333333334,Average,0.31333333333333324,0.22333333333333338,0.19918699186991884,0.4169884169884168,0.18840579710144922,-0.701664843223616,-1.1328627384166228,-1.6972978696529073,-0.7649432583531097,-0.9792561071223473,1,Average,1.33500106673234,Medium
ST029,Lavanya C,Male,22,AIML,3,Hyderabad,87.6,67.7,93.4,87.2,6.0,5.3,2.0,13,6.0,Notes,2026-08-24,89.9,Online,Average,180.60000000000002,82.76666666666667,Good,0.7244444444444442,0.4616666666666668,0.9674796747967481,0.7915057915057915,0.6521739130434783,0.743643900797712,-0.13237254823889857,1.0577560712397058,0.6042195426110615,0.5433967319405829,1,Good,1.9459101490553132,High
ST030,Aarav D,Male,20,ECE,3,Kakinada,61.5,53.2,68.7,54.2,2.5,4.0,1.0,15,7.8,Videos,2026-08-24,60.5,Offline,Excellent,122.9,58.70000000000001,Average,0.14444444444444438,0.22000000000000008,0.46544715447154494,0.15444015444015458,0.14492753623188404,-1.2954133002269719,-1.146855608209318,-0.7425040435763668,-1.72476872707026,-1.1220048107844969,1,Average,1.252762968495368,Medium
ST031,Ananya E,Male,22,AIML,3,Guntur,99.1,100.0,95.0,95.8,7.2,2.7,6.0,10,5.8,Videos,2026-08-18,100.0,Offline,Good,190.8,96.93333333333334,Excellent,0.98,1.0,1.0,0.9575289575289574,0.826086956521739,1.6420790660001592,2.127475923281415,1.1743721110658478,1.211168000770436,1.1143915465891818,1,Excellent,2.1041341542702074,High
ST032,Swathi F,Male,22,CSE,3,Nellore,94.3,91.2,92.3,89.2,7.8,3.8,10.0,3,6.8,Books,2026-08-21,81.7,Offline,Excellent,181.5,90.89999999999999,Excellent,0.8733333333333331,0.8533333333333334,0.9451219512195123,0.8301158301158302,0.9130434782608694,1.2670800405243554,1.5117896524028156,0.9775825438592325,0.7453703468341719,1.3998889539134811,1,Excellent,2.174751721484161,High
ST033,Swathi G,Male,20,EEE,3,Eluru,82.0,88.0,94.9,98.0,6.6,5.7,5.0,13,7.7,Notes,2026-08-08,96.9,Offline,Excellent,192.9,93.63333333333333,Excellent,0.5999999999999999,0.7999999999999999,0.9979674796747969,1.0,0.7391304347826086,0.3061450377426078,1.2879037357196883,1.1670836085767144,1.3664338854158575,0.8288941392648822,1,Good,2.028148247292285,High
ST034,Kiran H,Male,20,IT,3,Visakhapatnam,64.7,45.1,71.6,63.5,1.6,4.5,4.0,12,7.6,Practice Platforms,2026-07-12,55.6,Offline,Average,135.1,60.06666666666666,Average,0.2155555555555555,0.08500000000000008,0.5243902439024389,0.33397683397683386,0.014492753623188415,-1.045413949909769,-1.7135668348134834,-0.5311374713914844,-1.068417487432797,-1.550250921770946,1,Average,0.9555114450274363,Low
ST035,Nikhil I,Female,18,CSE,3,Kakinada,89.4,67.9,84.8,80.4,6.1,4.7,0.0,14,6.6,Online,2026-08-28,72.7,Online,Average,165.2,77.7,Good,0.7644444444444445,0.4650000000000002,0.7926829268292682,0.6602316602316602,0.6666666666666665,0.8842685353511395,-0.11837967844620294,0.4309448571741902,0.12430680825248637,0.5909796331612993,0,Good,1.9600947840472698,High
ST036,Rahul J,Female,18,EEE,3,Kakinada,93.9,82.2,95.0,98.0,6.7,3.4,5.0,8,7.6,Videos,2026-07-01,77.5,Online,Good,193.0,91.73333333333333,Excellent,0.8644444444444446,0.7033333333333335,1.0,1.0,0.7536231884057971,1.2358301217347056,0.8821105117315208,1.1743721110658478,1.3664338854158575,0.876477040485599,0,Excellent,2.0412203288596382,High
ST037,Manoj K,Male,18,AIML,3,Vijayawada,56.0,68.1,66.2,59.4,2.2,1.8,1.0,12,7.7,Practice Platforms,2026-08-06,54.2,Offline,Excellent,125.6,64.56666666666668,Average,0.022222222222222143,0.46833333333333316,0.41463414634146345,0.25482625482625476,0.10144927536231885,-1.7250996835846641,-0.10438680865350829,-0.9247166058047142,-1.3577766360901733,-1.2647535144466466,1,Low,1.1631508098056809,Medium
ST038,Divya L,Male,18,ECE,3,Guntur,83.4,86.1,85.7,98.0,5.9,0.7,0.0,14,7.1,Notes,2026-07-10,81.3,Online,Excellent,183.7,89.93333333333334,Excellent,0.6311111111111112,0.7683333333333332,0.8109756097560977,1.0,0.63768115942029,0.4155197535063844,1.1549714726890812,0.49654137957639566,1.3664338854158575,0.49581383071986657,1,Good,1.9315214116032138,High
ST039,Varun M,Male,20,IT,3,Nellore,62.2,65.8,65.8,65.3,2.9,4.7,0.0,6,7.4,Practice Platforms,2026-08-17,65.7,Online,Needs Improvement,131.1,65.63333333333333,Average,0.15999999999999992,0.43000000000000005,0.4065040650406505,0.36872586872586854,0.20289855072463764,-1.2407259423450836,-0.26530481126950567,-0.9538706157612502,-0.9413817636319978,-0.9316732059016307,1,Average,1.3609765531356006,Medium
ST040,Lavanya N,Male,22,EEE,3,Hyderabad,66.4,62.6,68.6,65.5,2.7,6.3,5.0,15,6.8,Notes,2026-07-27,54.7,Offline,Average,134.1,65.56666666666666,Average,0.2533333333333334,0.3766666666666668,0.4634146341463413,0.3725868725868726,0.17391304347826086,-0.9126017950537548,-0.4891907279526324,-0.7497925460655013,-0.9272666832096865,-1.0268390083430636,1,Average,1.308332819650179,Medium
ST041,Divya O,Female,21,CSE,3,Guntur,91.2,93.3,95.0,98.0,8.2,6.2,12.0,1,8.0,Books,2026-07-11,89.9,Offline,Average,193.0,95.43333333333334,Excellent,0.8044444444444445,0.8883333333333333,1.0,1.0,0.9710144927536231,1.0248931699045658,1.6587147852261173,1.1743721110658478,1.3664338854158575,1.5902205587963472,0,Excellent,2.2192034840549946,Very High
ST042,Priya P,Female,20,IT,3,Eluru,74.3,52.4,74.0,76.3,3.7,5.6,4.0,4,6.9,Videos,2026-08-16,84.6,Offline,Excellent,150.3,67.56666666666666,Average,0.4288888888888889,0.20666666666666667,0.573170731707317,0.5810810810810809,0.31884057971014496,-0.2954158989581614,-1.2028270873801,-0.35621341165227044,-0.16505234040489056,-0.5510099961358981,0,Average,1.547562508716013,Medium
ST043,Nikhil Q,Male,18,AIML,3,Eluru,83.0,65.8,92.6,85.3,5.5,2.4,7.0,15,5.7,Online,2026-08-26,90.8,Online,Good,177.89999999999998,81.23333333333333,Good,0.6222222222222222,0.43000000000000005,0.9512195121951218,0.7548262548262548,0.5797101449275361,0.38426983471673365,-0.26530481126950567,0.999448051326634,0.4701262785991063,0.30548222583700013,1,Good,1.8718021769015913,High
ST044,Vishal R,Male,19,CSE,3,Kakinada,94.7,87.3,85.1,86.3,6.7,1.2,0.0,7,7.5,Videos,2026-07-11,85.8,Online,Excellent,171.39999999999998,86.23333333333333,Excellent,0.8822222222222225,0.7883333333333332,0.798780487804878,0.774131274131274,0.7536231884057971,1.298329959314006,1.2389286914452542,0.4528103646415917,0.5407016807106615,0.876477040485599,1,Excellent,2.0412203288596382,High
ST045,Lavanya S,Female,19,IT,3,Nellore,91.7,83.7,95.0,98.0,7.2,1.0,4.0,0,6.1,Practice Platforms,,84.9,Offline,Needs Improvement,193.0,92.23333333333333,Excellent,0.8155555555555556,0.7283333333333334,1.0,1.0,0.826086956521739,1.0639555683916286,0.9870570351767366,1.1743721110658478,1.3664338854158575,1.1143915465891818,0,Excellent,2.1041341542702074,High
ST046,Rohit T,Female,19,AIML,3,Hyderabad,83.0,78.6,88.9,87.3,5.0,4.8,6.0,2,8.2,Books,2026-08-01,73.6,Offline,Needs Improvement,176.2,84.93333333333334,Good,0.6222222222222222,0.6433333333333332,0.8760162601626017,0.7934362934362933,0.5072463768115942,0.38426983471673365,0.6302388554630023,0.7297734592286805,0.6112770828222166,0.06756771973341727,0,Good,1.791759469228055,Medium
ST047,Lavanya U,Male,18,EEE,3,Vijayawada,83.9,72.3,95.0,90.3,7.7,0.9,1.0,14,7.4,Online,2026-07-18,92.9,Online,Excellent,185.3,85.86666666666667,Excellent,0.6422222222222222,0.5383333333333332,1.0,0.8513513513513513,0.8985507246376812,0.4545821519934473,0.18946345699309614,1.1743721110658478,0.8230032891568823,1.3523060526927646,1,Good,2.163323025660538,High
ST048,Rahul V,Male,19,IT,3,Hyderabad,79.8,40.0,67.8,51.0,1.8,5.2,10.0,4,5.3,Notes,2026-07-23,45.7,Offline,Excellent,118.8,52.93333333333334,Average,0.5511111111111111,0.0,0.44715447154471544,0.0926640926640927,0.04347826086956519,0.13427048439953074,-2.070385014527217,-0.8081005659785723,-1.9506100138272369,-1.4550851193295131,1,Good,1.0296194171811581,Low
ST049,Swathi W,Male,21,AIML,3,Vijayawada,56.9,48.7,68.3,59.8,1.7,2.4,11.0,9,7.8,Practice Platforms,2026-07-19,52.0,Offline,Average,128.1,58.93333333333334,Average,0.04222222222222216,0.14500000000000002,0.4573170731707318,0.26254826254826247,0.0289855072463768,-1.6547873663079509,-1.4616951785449654,-0.7716580535329027,-1.3295464752455513,-1.5026680205502294,1,Low,0.9932517730102833,Low
ST050,Sai X,Male,21,ECE,3,Hyderabad,64.3,60.2,66.9,62.1,3.0,4.2,11.0,8,7.3,Notes,2026-07-03,46.5,Online,Needs Improvement,129.0,63.06666666666667,Average,0.20666666666666655,0.3366666666666668,0.4288617886178864,0.3069498069498069,0.2173913043478261,-1.0766638686994199,-0.6571051654649775,-0.8736970883807766,-1.167223050388974,-0.8840903046809141,1,Average,1.3862943611198906,Medium
ST051,Keerthi Y,Female,22,IT,3,Nellore,90.0,77.8,85.6,88.7,5.3,1.9,7.0,15,7.6,Books,2026-08-08,77.7,Online,Excellent,174.3,84.03333333333332,Good,0.7777777777777777,0.63,0.8089430894308943,0.8204633204633205,0.5507246376811594,0.9311434135356145,0.5742673762922207,0.4892528770872612,0.7100826457783943,0.2103164233955669,0,Good,1.840549633397487,High
ST052,Kiran Z,Female,19,AIML,3,Vijayawada,68.6,69.7,66.6,71.7,3.8,5.3,7.0,4,7.0,Notes,2026-07-14,71.7,Offline,Good,138.3,69.33333333333333,Average,0.30222222222222195,0.495,0.4227642276422764,0.4922779922779923,0.3333333333333333,-0.7407272417106789,0.007556149688055824,-0.8955625958481792,-0.4896991901180441,-0.5034270949151817,0,Average,1.5686159179138452,Medium
ST053,Vishal A,Male,18,EEE,3,Hyderabad,57.8,68.1,55.2,56.4,1.7,6.5,3.0,4,8.1,Online,2026-08-19,50.0,Online,Average,111.6,59.9,Average,0.06222222222222218,0.46833333333333316,0.1910569105691059,0.19691119691119696,0.0289855072463768,-1.5844750490312378,-0.10438680865350829,-1.7264518796094428,-1.569502842424839,-1.5026680205502294,1,Low,0.9932517730102833,Low
ST054,Varun B,Male,18,EEE,3,Guntur,83.2,63.4,63.6,80.1,3.3,2.9,4.0,13,6.4,Videos,2026-07-19,77.3,Offline,Excellent,143.7,69.03333333333333,Average,0.6266666666666667,0.39,0.361788617886179,0.6544401544401544,0.2608695652173913,0.39989479411155904,-0.4332192487818508,-1.1142176705221956,0.103134187619019,-0.7413416010187645,1,Good,1.4586150226995167,Medium
ST055,Sneha C,Male,22,AIML,3,Kakinada,97.0,100.0,94.6,98.0,8.2,3.4,12.0,8,7.8,Online,2026-07-01,79.1,Offline,Needs Improvement,192.6,97.53333333333335,Excellent,0.9333333333333331,1.0,0.991869918699187,1.0,0.9710144927536231,1.4780169923544955,2.127475923281415,1.1452181011093119,1.3664338854158575,1.5902205587963472,1,Excellent,2.2192034840549946,Very High
ST056,Sai D,Male,22,CSE,3,Vijayawada,79.2,53.9,74.1,77.6,3.2,,4.0,9,7.3,Practice Platforms,2026-07-12,49.4,Online,Needs Improvement,151.7,68.53333333333333,Average,0.5377777777777779,0.2316666666666667,0.5752032520325202,0.6061776061776061,0.24637681159420294,0.08739560621505567,-1.0978805639348843,-0.34892490916313695,-0.073304317659869,-0.7889245022394809,1,Good,1.4350845252893227,Medium
ST057,Bhavya E,Male,21,EEE,3,Visakhapatnam,77.9,60.9,70.9,79.1,4.8,5.1,9.0,15,5.5,Books,2026-08-04,73.4,Online,Average,150.0,70.3,Good,0.508888888888889,0.3483333333333333,0.5101626016260165,0.6351351351351351,0.47826086956521735,-0.014166629851307701,-0.6081301211905438,-0.5821569888154208,0.03255878550746381,-0.02759808270801595,1,Good,1.7578579175523736,Medium
ST058,Rohit F,Male,20,CSE,3,Rajahmundry,88.0,55.3,77.4,81.4,4.5,4.9,7.0,15,5.4,Videos,2026-07-05,79.2,Offline,Excellent,158.8,71.36666666666666,Good,0.7333333333333334,0.255,0.6422764227642278,0.6795366795366795,0.43478260869565216,0.7748938195873628,-0.9999304753860162,-0.10840432702171754,0.19488221036404157,-0.17034678637016556,1,Good,1.7047480922384253,Medium
ST059,Sai G,Unknown,20,IT,3,Visakhapatnam,75.1,83.3,78.1,82.8,4.1,1.9,5.0,12,6.7,Notes,2026-07-28,82.7,Online,Needs Improvement,160.89999999999998,81.39999999999999,Good,0.44666666666666655,0.7216666666666666,0.6565040650406503,0.7065637065637065,0.3768115942028985,-0.23291606137886095,0.9590712955913453,-0.0573848095977811,0.2936877733202182,-0.360678391253032,2,Good,1.62924053973028,Medium
ST060,Rahul H,Male,21,EEE,3,Guntur,68.9,51.5,65.7,63.0,2.6,2.2,5.0,6,6.3,Books,2026-08-28,55.2,Online,Average,128.7,60.06666666666666,Average,0.308888888888889,0.19166666666666665,0.40447154471544733,0.32432432432432434,0.15942028985507245,-0.7172898026184402,-1.2657950014472295,-0.9611591182503837,-1.1037051884885745,-1.0744219095637804,1,Average,1.2809338454620642,Medium
ST061,Rahul I,Male,22,ECE,3,Nellore,80.6,96.8,95.0,98.0,8.1,2.3,9.0,12,5.3,Books,2026-08-06,99.3,Offline,Needs Improvement,193.0,96.60000000000001,Excellent,0.5688888888888888,0.9466666666666667,1.0,1.0,0.9565217391304346,0.19677032197883118,1.9035900065982876,1.1743721110658478,1.3664338854158575,1.5426376575756306,1,Good,2.2082744135228043,Very High
ST062,Pooja J,Male,19,ECE,3,Rajahmundry,79.4,75.9,85.2,78.0,5.3,4.6,12.0,13,5.9,Online,2026-08-15,73.8,Offline,Average,163.2,79.7,Good,0.5422222222222224,0.5983333333333335,0.8008130081300814,0.6138996138996138,0.5507246376811594,0.10302056560988106,0.4413351132616147,0.4600988671307262,-0.04507415681524651,0.2103164233955669,1,Good,1.840549633397487,High
ST063,Sneha K,Female,22,ECE,3,Vijayawada,70.8,49.3,57.8,60.3,2.0,1.8,5.0,15,6.9,Notes,2026-07-08,54.4,Offline,Excellent,118.1,55.79999999999999,Average,0.35111111111111093,0.15500000000000003,0.24390243902439035,0.2722007722007722,0.07246376811594202,-0.5688526883676018,-1.4197165691668794,-1.536950814891962,-1.2942587741897738,-1.3599193168880799,0,Average,1.0986122886681098,Low
ST064,Lavanya L,Female,18,CSE,3,Rajahmundry,92.0,79.7,95.0,96.6,6.4,5.8,6.0,4,6.3,Notes,2026-07-21,88.2,Online,Needs Improvement,191.6,90.43333333333332,Excellent,0.8222222222222224,0.6616666666666667,1.0,0.9729729729729728,0.7101449275362319,1.0873930074838662,0.7071996393228278,1.1743721110658478,1.2676283224596798,0.7337283368234494,0,Excellent,2.0014800002101243,High
ST065,Priya M,Male,22,CSE,3,Rajahmundry,75.7,55.6,59.4,62.6,3.5,6.2,0.0,4,9.1,Practice Platforms,,70.1,Offline,Excellent,122.0,59.199999999999996,Average,0.45999999999999996,0.26,0.27642276422764234,0.31660231660231664,0.2898550724637681,-0.18604118319438478,-0.9789411706969727,-1.4203347750658195,-1.1319353493331965,-0.6461757985773312,1,Good,1.5040773967762742,Medium
